1,508
508,1
1,518
518,1
1,358
358,1
1,446
446,1
1,350
350,1
1,30
30,1
1,263
263,1
1,838
838,1
1,142
142,1
1,809
809,1
1,33
33,1
1,926
926,1
1,494
494,1
1,115
115,1
1,908
908,1
1,544
544,1
1,670
670,1
1,493
493,1
1,530
530,1
1,692
692,1
1,644
644,1
1,701
701,1
1,61
61,1
1,777
777,1
1,953
953,1
1,333
333,1
1,131
131,1
1,94
94,1
1,883
883,1
1,109
109,1
1,32
32,1
1,231
231,1
1,775
775,1
1,41
41,1
1,296
296,1
1,628
628,1
1,932
932,1
1,759
759,1
1,747
747,1
1,509
509,1
1,539
539,1
1,830
830,1
1,97
97,1
1,126
126,1
1,534
534,1
1,456
456,1
1,696
696,1
1,584
584,1
1,917
917,1
1,468
468,1
1,958
958,1
1,27
27,1
1,177
177,1
1,979
979,1
1,188
188,1
1,84
84,1
1,26
26,1
1,705
705,1
1,161
161,1
1,409
409,1
1,116
116,1
1,972
972,1
1,561
561,1
1,387
387,1
1,492
492,1
1,794
794,1
1,306
306,1
1,349
349,1
1,462
462,1
1,649
649,1
1,106
106,1
1,406
406,1
1,416
416,1
1,599
599,1
1,312
312,1
1,232
232,1
1,508
508,1
1,686
686,1
1,509
509,1
1,600
600,1
1,847
847,1
1,899
899,1
1,621
621,1
1,519
519,1
2,962
962,2
2,452
452,2
2,208
208,2
2,848
848,2
2,433
433,2
2,72
72,2
2,428
428,2
2,231
231,2
2,603
603,2
2,308
308,2
2,966
966,2
2,226
226,2
2,156
156,2
2,3
3,2
2,125
125,2
2,149
149,2
2,564
564,2
2,380
380,2
2,128
128,2
2,896
896,2
2,259
259,2
2,250
250,2
2,484
484,2
2,982
982,2
2,196
196,2
2,957
957,2
2,956
956,2
2,408
408,2
2,105
105,2
2,104
104,2
2,776
776,2
2,276
276,2
2,947
947,2
2,39
39,2
2,972
972,2
2,35
35,2
2,314
314,2
2,488
488,2
2,635
635,2
2,434
434,2
2,787
787,2
2,354
354,2
2,673
673,2
2,841
841,2
2,166
166,2
2,708
708,2
2,39
39,2
2,595
595,2
2,20
20,2
2,559
559,2
2,1000
1000,2
2,128
128,2
2,310
310,2
2,767
767,2
2,781
781,2
2,813
813,2
2,300
300,2
2,989
989,2
2,300
300,2
2,774
774,2
2,759
759,2
2,546
546,2
2,551
551,2
2,339
339,2
2,768
768,2
2,243
243,2
2,942
942,2
2,581
581,2
2,236
236,2
2,48
48,2
2,525
525,2
2,448
448,2
2,984
984,2
2,159
159,2
2,815
815,2
3,900
900,3
3,280
280,3
3,808
808,3
3,925
925,3
3,594
594,3
3,728
728,3
3,364
364,3
3,338
338,3
3,400
400,3
3,310
310,3
3,110
110,3
3,199
199,3
3,597
597,3
3,153
153,3
3,111
111,3
3,613
613,3
3,418
418,3
3,357
357,3
3,357
357,3
3,623
623,3
3,329
329,3
3,254
254,3
3,776
776,3
3,991
991,3
3,939
939,3
3,745
745,3
3,735
735,3
3,933
933,3
3,308
308,3
3,564
564,3
3,158
158,3
3,583
583,3
3,656
656,3
3,246
246,3
3,132
132,3
3,417
417,3
3,822
822,3
3,263
263,3
3,531
531,3
3,425
425,3
3,76
76,3
3,123
123,3
3,631
631,3
3,933
933,3
3,328
328,3
3,769
769,3
3,25
25,3
3,119
119,3
3,31
31,3
3,202
202,3
3,511
511,3
3,599
599,3
3,779
779,3
3,623
623,3
3,888
888,3
3,427
427,3
3,433
433,3
3,497
497,3
3,808
808,3
3,885
885,3
3,129
129,3
3,942
942,3
3,913
913,3
3,74
74,3
3,99
99,3
3,961
961,3
3,707
707,3
3,732
732,3
3,913
913,3
3,545
545,3
3,810
810,3
3,981
981,3
3,223
223,3
3,586
586,3
3,80
80,3
3,968
968,3
3,550
550,3
3,232
232,3
3,714
714,3
3,922
922,3
3,278
278,3
3,622
622,3
3,497
497,3
3,722
722,3
3,457
457,3
3,232
232,3
3,482
482,3
3,876
876,3
3,874
874,3
3,561
561,3
3,318
318,3
3,968
968,3
3,80
