1,5
1,7
1,18
1,29
1,56
1,64
1,65
1,78
1,87
1,96
2,10
2,25
2,38
2,40
2,59
2,63
2,65
2,71
2,77
2,85
2,87
2,91
2,92
3,5
3,10
3,12
3,17
3,21
3,27
3,29
3,37
3,38
3,41
3,42
3,46
3,49
3,51
3,54
3,55
3,56
3,66
3,75
3,78
3,86
3,91
3,92
4,22
4,30
4,31
4,32
4,45
4,47
4,49
4,54
4,74
4,76
4,97
4,99
5,1
5,3
5,6
5,10
5,11
5,37
5,50
5,64
5,66
5,80
6,5
6,8
6,14
6,15
6,16
6,21
6,24
6,36
6,43
6,45
6,47
6,52
6,61
6,65
6,69
6,73
6,75
6,85
6,87
6,91
6,94
6,97
6,100
7,1
7,15
7,26
7,35
7,42
7,43
7,47
7,55
7,67
7,77
8,6
8,10
8,15
8,19
8,31
8,47
8,49
8,53
8,54
8,58
8,60
8,66
8,81
8,86
8,92
8,95
9,32
9,35
9,47
9,55
9,75
9,95
10,2
10,3
10,5
10,8
10,11
10,17
10,18
10,23
10,31
10,32
10,38
10,42
10,54
10,61
10,62
10,70
10,76
10,78
10,86
10,87
10,88
11,5
11,10
11,25
11,72
11,80
11,91
11,95
12,3
12,21
12,27
12,30
12,36
12,44
12,71
12,73
12,78
12,97
13,16
13,23
13,35
13,39
13,42
13,51
13,53
13,61
13,71
13,80
13,82
13,96
14,6
14,15
14,23
14,30
14,31
14,32
14,43
14,47
14,48
14,51
14,59
14,63
14,70
14,72
14,74
14,81
14,84
14,85
14,92
14,97
14,99
14,100
15,6
15,7
15,8
15,14
15,17
15,18
15,27
15,36
15,37
15,39
15,42
15,44
15,48
15,51
15,52
15,54
15,55
15,58
15,67
15,73
15,74
15,80
15,86
15,90
16,6
16,13
16,19
16,21
16,24
16,45
16,46
16,59
16,64
16,69
17,3
17,10
17,15
17,28
17,30
17,33
17,39
17,40
17,54
17,55
17,56
17,59
17,67
17,68
17,75
17,77
17,78
17,84
17,86
17,91
17,92
17,98
18,1
18,10
18,15
18,23
18,31
18,34
18,35
18,36
18,37
18,38
18,41
18,43
18,48
18,52
18,53
18,56
18,68
18,79
18,95
18,97
18,100
19,8
19,16
19,21
19,27
19,32
19,35
19,36
19,37
19,43
19,53
19,59
19,66
19,70
19,73
19,77
19,87
19,95
20,25
20,42
20,67
20,77
20,95
21,3
21,6
21,12
21,16
21,19
21,22
21,25
21,28
21,30
21,35
21,39
21,46
21,51
21,56
21,66
21,76
21,78
21,86
21,95
21,100
22,4
22,21
22,34
22,37
22,38
22,45
22,47
22,55
22,59
22,60
22,61
22,68
22,75
22,76
22,77
22,83
22,98
23,10
23,13
23,14
23,18
23,32
23,33
23,34
23,39
23,54
23,61
23,65
23,83
23,87
23,88
23,93
24,6
24,16
24,26
24,27
24,35
24,43
24,71
24,80
24,81
25,2
25,11
25,20
25,21
25,29
25,33
25,39
25,43
25,47
25,52
25,62
25,63
25,64
25,71
25,76
25,77
25,78
25,80
25,89
25,92
26,7
26,24
26,30
26,40
26,49
26,52
26,57
26,71
26,73
26,76
26,79
26,80
26,88
26,100
27,3
27,12
27,15
27,19
27,24
27,29
27,31
27,34
27,43
27,44
27,46
27,56
27,60
27,66
27,85
27,89
27,92
27,96
28,17
28,21
28,29
28,33
28,39
28,45
28,46
28,61
28,64
28,67
28,77
28,78
28,79
28,87
28,92
29,1
29,3
29,25
29,27
29,28
29,35
29,39
29,53
29,62
29,75
29,76
29,90
29,93
30,4
30,12
30,14
30,17
30,21
30,26
30,35
30,39
30,47
30,50
30,54
30,70
30,80
30,81
30,82
30,85
30,89
30,90
30,92
30,98
31,4
31,8
31,10
31,14
31,18
31,27
31,34
31,41
31,49
31,53
31,59
31,63
31,65
31,73
31,77
31,81
32,4
32,9
32,10
32,14
32,19
32,23
32,33
32,35
32,42
32,47
32,51
32,56
32,58
32,59
32,60
32,63
32,72
32,73
32,83
32,95
32,98
33,17
33,23
33,25
33,28
33,32
33,34
33,35
33,40
33,43
33,61
33,68
33,73
33,85
33,93
33,98
34,18
34,22
34,23
34,27
34,31
34,33
34,36
34,37
34,38
34,39
34,43
34,48
34,53
34,55
34,61
34,63
34,69
34,72
34,85
34,89
34,98
35,7
35,9
35,13
35,18
35,19
35,21
35,24
35,29
35,30
35,32
35,33
35,39
35,44
35,53
35,56
35,61
35,67
35,79
35,84
35,85
35,89
35,90
36,6
36,12
36,15
36,18
36,19
36,34
36,37
36,38
36,53
36,54
36,55
36,65
36,66
36,68
36,70
36,71
36,75
36,76
36,77
36,78
36,80
36,82
36,89
36,91
36,92
36,93
36,95
36,96
36,97
36,99
37,3
37,5
37,15
37,18
37,19
37,22
37,34
37,36
37,43
37,47
37,52
37,55
37,56
37,65
37,74
37,97
37,99
38,2
38,3
38,10
38,18
38,22
38,34
38,36
38,41
38,44
38,51
38,65
38,68
38,69
38,74
38,77
38,79
38,81
38,92
38,93
38,97
39,13
39,15
39,17
39,21
39,23
39,25
39,28
39,29
39,30
39,34
39,35
39,43
39,49
39,54
39,75
39,91
39,93
40,2
40,17
40,26
40,33
40,43
40,58
40,63
40,75
40,87
41,3
41,18
41,31
41,38
41,64
41,66
41,67
41,75
41,79
41,80
41,89
41,90
42,3
42,7
42,10
42,13
42,15
42,20
42,32
42,50
42,55
42,56
42,59
42,63
42,64
42,68
42,78
42,79
42,80
42,91
42,95
43,6
43,7
43,14
43,18
43,19
43,24
43,25
43,27
43,33
43,34
43,37
43,39
43,40
43,49
43,59
43,60
43,69
43,87
43,91
44,12
44,15
44,27
44,35
44,38
44,50
44,52
44,53
44,59
44,71
44,73
44,88
44,92
44,95
44,99
45,4
45,6
45,16
45,22
45,28
45,53
45,59
45,66
45,68
45,70
45,85
46,3
46,16
46,21
46,27
46,28
46,50
46,66
46,67
46,69
46,72
46,78
46,88
46,90
46,91
47,4
47,6
47,7
47,8
47,9
47,14
47,22
47,25
47,30
47,32
47,37
47,53
47,54
47,55
47,58
47,64
47,66
47,70
47,71
47,72
47,74
47,78
48,14
48,15
48,18
48,34
48,50
48,59
48,71
48,81
48,83
48,85
48,95
48,97
49,3
49,4
49,8
49,26
49,31
49,39
49,43
49,54
49,55
49,58
49,72
49,75
49,78
49,80
49,81
49,85
49,86
49,95
49,98
50,5
50,30
50,42
50,44
50,46
50,48
50,64
50,75
50,76
50,78
50,86
50,88
50,91
51,3
51,13
51,14
51,15
51,21
51,32
51,38
51,52
51,55
51,56
51,57
51,66
51,77
52,6
52,15
52,18
52,25
52,26
52,37
52,44
52,51
52,54
52,59
52,61
52,69
52,72
52,79
52,83
52,90
52,91
52,96
53,8
53,13
53,18
53,19
53,29
53,31
53,34
53,35
53,36
53,44
53,45
53,47
53,58
53,59
53,65
53,69
53,86
53,87
53,90
53,95
53,97
54,3
54,4
54,8
54,10
54,15
54,17
54,23
54,30
54,36
54,39
54,47
54,49
54,52
54,55
54,58
54,62
54,63
54,66
54,71
54,72
54,73
54,77
54,78
54,79
54,91
55,3
55,7
55,9
55,15
55,17
55,22
55,34
55,36
55,37
55,42
55,47
55,49
55,51
55,54
55,59
55,60
55,72
55,76
55,86
55,90
55,97
56,1
56,3
56,17
56,18
56,21
56,27
56,32
56,35
56,37
56,42
56,51
56,65
56,89
57,26
57,51
57,70
57,93
57,95
58,8
58,15
58,32
58,40
58,47
58,49
58,53
58,54
58,60
58,64
58,72
58,73
58,75
58,88
58,92
58,99
59,2
59,14
59,16
59,17
59,19
59,22
59,31
59,32
59,42
59,43
59,44
59,45
59,48
59,52
59,53
59,55
59,65
59,85
59,89
59,90
59,93
59,94
59,97
60,8
60,22
60,27
60,32
60,43
60,55
60,58
60,62
60,63
60,66
60,71
60,73
60,74
60,76
60,79
61,6
61,10
61,13
61,22
61,23
61,28
61,33
61,34
61,35
61,52
61,72
61,75
61,78
61,79
61,84
61,85
61,87
61,90
62,10
62,25
62,29
62,54
62,60
62,66
62,90
62,92
62,95
63,2
63,14
63,25
63,31
63,32
63,34
63,40
63,42
63,54
63,60
63,74
64,1
64,5
64,16
64,25
64,28
64,41
64,42
64,47
64,50
64,58
64,67
64,73
64,74
64,83
64,88
64,97
65,1
65,2
65,6
65,23
65,31
65,36
65,37
65,38
65,53
65,56
65,59
65,70
65,71
65,74
65,77
65,78
65,87
65,88
65,97
66,3
66,5
66,8
66,19
66,21
66,27
66,36
66,41
66,45
66,46
66,47
66,51
66,54
66,60
66,62
66,77
66,92
66,93
67,7
67,15
67,17
67,20
67,28
67,35
67,41
67,46
67,64
67,73
67,76
67,78
67,81
67,85
67,92
67,96
67,98
68,17
68,18
68,22
68,33
68,36
68,38
68,42
68,45
68,76
68,87
68,92
68,96
68,98
69,6
69,16
69,34
69,38
69,43
69,46
69,52
69,53
69,78
69,80
69,85
69,92
70,10
70,14
70,19
70,30
70,36
70,45
70,47
70,57
70,65
70,71
70,75
70,76
70,78
70,85
70,87
70,88
70,91
70,97
71,2
71,12
71,13
71,24
71,25
71,26
71,36
71,44
71,47
71,48
71,54
71,60
71,65
71,70
71,88
71,91
71,96
71,97
72,11
72,14
72,32
72,34
72,46
72,47
72,49
72,52
72,54
72,55
72,58
72,61
72,76
72,81
72,90
73,6
73,12
73,15
73,19
73,26
73,31
73,32
73,33
73,44
73,54
73,58
73,60
73,64
73,67
73,92
73,98
74,4
74,14
74,15
74,37
74,38
74,47
74,60
74,63
74,64
74,65
74,84
74,87
75,3
75,6
75,9
75,17
75,22
75,29
75,36
75,39
75,40
75,41
75,49
75,50
75,58
75,61
75,70
75,85
75,94
75,95
75,97
75,99
75,100
76,4
76,10
76,21
76,22
76,25
76,26
76,29
76,36
76,50
76,55
76,60
76,67
76,68
76,70
76,72
76,79
76,88
76,91
76,92
77,2
77,7
77,17
77,19
77,20
77,22
77,25
77,28
77,31
77,36
77,38
77,51
77,54
77,65
77,66
77,90
77,92
78,1
78,3
78,10
78,12
78,17
78,21
78,25
78,28
78,36
78,42
78,46
78,47
78,49
78,50
78,54
78,61
78,65
78,67
78,69
78,70
78,79
78,86
78,87
78,97
79,18
79,26
79,28
79,35
79,38
79,41
79,42
79,52
79,54
79,60
79,61
79,76
79,78
79,89
79,92
79,95
80,5
80,11
80,13
80,15
80,24
80,25
80,26
80,30
80,36
80,41
80,42
80,49
80,69
80,92
80,100
81,8
81,14
81,24
81,30
81,31
81,38
81,48
81,49
81,67
81,72
81,96
82,13
82,30
82,36
82,83
82,85
82,89
82,92
82,95
83,22
83,23
83,32
83,48
83,52
83,64
83,82
83,97
84,14
84,17
84,35
84,61
84,74
84,88
84,90
84,92
85,2
85,6
85,14
85,27
85,30
85,33
85,34
85,35
85,45
85,48
85,49
85,59
85,61
85,67
85,69
85,70
85,75
85,82
85,91
85,92
85,95
85,97
86,3
86,8
86,10
86,15
86,17
86,21
86,49
86,50
86,53
86,55
86,78
86,87
86,95
86,100
87,1
87,2
87,6
87,10
87,19
87,23
87,28
87,40
87,43
87,53
87,61
87,65
87,68
87,70
87,74
87,78
87,86
87,91
87,95
87,96
88,10
88,23
88,26
88,44
88,46
88,50
88,58
88,64
88,65
88,70
88,71
88,76
88,84
88,94
89,25
89,27
89,30
89,34
89,35
89,36
89,41
89,56
89,59
89,79
89,82
89,92
89,100
90,15
90,29
90,30
90,35
90,41
90,46
90,52
90,53
90,55
90,59
90,61
90,62
90,72
